reference,side,MPN,DNP,PCB_x_mm,PCB_y_mm,rotation_deg,x_min_mm,y_min_mm,x_max_mm,y_max_mm,max_body_height_mm,assembly_allowance_mm,clearance_height_above_FCu_mm,Fusion_z_bottom_mm,Fusion_z_top_mm,Fusion_x_min_mm,Fusion_x_max_mm,Fusion_y_min_mm,Fusion_y_max_mm,basis,XY_basis,source,model_status
R505,F.Cu,RT0603BRD0710KL,False,22.0,44.75,90.0,21.5375,43.9,22.4625,45.6,0.6,0.15,0.75,22.1,22.85,71.9375,72.8625,74.4,76.1,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/pyu-rt_1-to-0-01_rohs_l,check this envelope independently of generic STEP model; no scaling of purchased CAD
R506,F.Cu,RT0603BRD07680RL,False,9.0,38.4,0.0,8.15,37.9375,9.85,38.8625,0.6,0.15,0.75,22.1,22.85,58.55,60.25,81.1375,82.0625,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/pyu-rt_1-to-0-01_rohs_l,check this envelope independently of generic STEP model; no scaling of purchased CAD
R507,F.Cu,RT0603BRD07680RL,False,3.75,32.25,0.0,2.9,31.7875,4.6,32.7125,0.6,0.15,0.75,22.1,22.85,53.3,55.0,87.2875,88.2125,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/pyu-rt_1-to-0-01_rohs_l,check this envelope independently of generic STEP model; no scaling of purchased CAD
R601,F.Cu,RC0603JR-070RL,False,1.25,60.5,90.0,0.7875,59.65,1.7125,61.35,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,58.65,60.35,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R602,F.Cu,RC0603JR-070RL,True,1.25,63.75,90.0,0.7875,62.9,1.7125,64.6,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,55.400000000000006,57.1,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R603,F.Cu,RC0603FR-074K7L,True,1.25,67.0,90.0,0.7875,66.15,1.7125,67.85,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,52.150000000000006,53.849999999999994,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R604,F.Cu,RC0603FR-074K7L,True,1.25,70.25,90.0,0.7875,69.4,1.7125,71.1,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,48.900000000000006,50.599999999999994,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R701,F.Cu,RT0603BRD07787KL,False,17.05,56.2,90.0,16.5875,55.35,17.5125,57.05,0.6,0.15,0.75,22.1,22.85,66.9875,67.9125,62.95,64.65,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/pyu-rt_1-to-0-01_rohs_l,check this envelope independently of generic STEP model; no scaling of purchased CAD
R702,F.Cu,RT0603BRD07100KL,False,18.5,58.65,0.0,17.65,58.1875,19.35,59.1125,0.6,0.15,0.75,22.1,22.85,68.05,69.75,60.8875,61.8125,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/pyu-rt_1-to-0-01_rohs_l,check this envelope independently of generic STEP model; no scaling of purchased CAD
R703,F.Cu,RC0603FR-07100KL,False,21.0,63.25,90.0,20.5375,62.4,21.4625,64.1,0.6,0.15,0.75,22.1,22.85,70.9375,71.8625,55.900000000000006,57.6,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R704,F.Cu,RC0603FR-07100RL,False,24.75,33.4,0.0,23.9,32.9375,25.6,33.8625,0.6,0.15,0.75,22.1,22.85,74.3,76.0,86.1375,87.0625,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R705,F.Cu,RC0603FR-07100RL,False,28.0,33.4,0.0,27.15,32.9375,28.85,33.8625,0.6,0.15,0.75,22.1,22.85,77.55,79.25,86.1375,87.0625,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R801,F.Cu,RC0603FR-075K1L,False,4.75,75.0,0.0,3.9,74.5375,5.6,75.4625,0.6,0.15,0.75,22.1,22.85,54.3,56.0,44.537499999999994,45.462500000000006,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R802,F.Cu,RC0603FR-0710KL,False,1.25,73.5,90.0,0.7875,72.65,1.7125,74.35,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,45.650000000000006,47.349999999999994,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R803,F.Cu,RC0603FR-07100KL,False,1.25,81.25,90.0,0.7875,80.4,1.7125,82.1,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,37.900000000000006,39.599999999999994,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
R804,F.Cu,RC0603FR-071KL,True,1.25,76.75,90.0,0.7875,75.9,1.7125,77.6,0.6,0.15,0.75,22.1,22.85,51.1875,52.1125,42.400000000000006,44.099999999999994,conservative resistor height allowance; exact maximum not separately supplied,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://yageogroup.com/content/datasheet/asset/file/PYU-RC_GROUP_51_ROHS_L,check this envelope independently of generic STEP model; no scaling of purchased CAD
RN501,F.Cu,ACASN2001U2001P1AT,False,7.2,40.9,0.0,6.4,40.05,8.0,41.75,0.6,0.15,0.75,22.1,22.85,56.8,58.4,78.25,79.95,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.vishay.com/doc?28770=,check this envelope independently of generic STEP model; no scaling of purchased CAD
U101,F.Cu,BQ25895RTWR,False,13.0,84.0,0.0,10.95,81.95,15.05,86.05,1.0,0.15,1.15,22.1,23.25,61.349999999999994,65.45,33.95,38.05,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,http://www.ti.com/lit/ds/symlink/bq25895.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U110,F.Cu,TUSB320LAIRWBR,False,25.2,77.4,0.0,24.375000000000004,76.575,26.025000000000002,78.22500000000001,0.4,0.15,0.55,22.1,22.65,74.775,76.425,41.77499999999999,43.425,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tusb320lai.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U111,F.Cu,PI3USB9201ZTAEX,False,26.45,74.05,0.0,25.425,73.02499999999999,27.474999999999998,75.075,0.65,0.15,0.8,22.1,22.9,75.825,77.875,44.925,46.97500000000001,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.diodes.com/datasheet/download/PI3USB9201.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U112,F.Cu,SN74AUP1G74DCUR,False,25.2,80.5,0.0,24.0,79.45,26.4,81.55,0.9,0.15,1.05,22.1,23.15,74.4,76.8,38.45,40.55,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/sn74aup1g74.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U113,F.Cu,TPS3808G01DBVR,False,25.0,85.8,0.0,24.15,84.3,25.85,87.3,1.45,0.15,1.5999999999999999,22.1,23.7,74.55,76.25,32.7,35.7,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps3808.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U114,F.Cu,TPS22950CQDDCRQ1,False,7.5,90.5,180.0,5.975,88.975,9.025,92.025,1.1,0.15,1.25,22.1,23.35,56.375,59.425,27.974999999999994,31.025000000000006,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps22950-q1.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U115,B.Cu,TPS259470ARPWR,False,14.5,90.0,0.0,13.45,88.95,15.55,91.05,1.0,0.15,1.15,19.35,20.5,63.849999999999994,65.95,28.950000000000003,31.049999999999997,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps25947.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U201,F.Cu,TPS63020DSJR,False,13.0,61.0,0.0,11.45,58.95,14.55,63.05,1.0,0.15,1.15,22.1,23.25,61.849999999999994,64.95,56.95,61.05,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps63020.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U301,F.Cu,MAX17048G+T10,False,18.0,69.8,0.0,16.95,68.75,19.05,70.85,0.8,0.15,0.9500000000000001,22.1,23.05,67.35,69.45,49.150000000000006,51.25,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.analog.com/media/en/technical-documentation/data-sheets/max17048-max17049.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U302,F.Cu,LM66100DCKR,False,12.0,51.5,0.0,11.325,50.45,12.675,52.55,1.1,0.15,1.25,22.1,23.35,61.724999999999994,63.075,67.45,69.55,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/lm66100.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U401,F.Cu,ADS122C04IPWR,False,12.6,23.2,-90.0,10.05,20.95,15.15,25.45,1.2,0.15,1.3499999999999999,22.1,23.45,60.45,65.55,94.55,99.05,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/ads122c04.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U501,F.Cu,TPS7A2030PDBVR,False,4.0,45.7,90.0,2.5,44.85,5.5,46.55,1.45,0.15,1.5999999999999999,22.1,23.7,52.9,55.9,73.45,75.15,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps7a20.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U502,F.Cu,ADS122C04IPWR,False,12.6,42.0,0.0,10.35,39.45,14.85,44.55,1.2,0.15,1.3499999999999999,22.1,23.45,60.75,65.25,75.45,80.55,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/ads122c04.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U701,F.Cu,TPS61023DRLR,False,19.5,56.3,0.0,18.85,55.45,20.15,57.15,0.6,0.15,0.75,22.1,22.85,69.25,70.55,62.85,64.55,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps61023.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U702,F.Cu,TPS7A2030PDBVR,False,19.0,45.4,0.0,18.15,43.9,19.85,46.9,1.45,0.15,1.5999999999999999,22.1,23.7,68.55,70.25,73.1,76.1,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/tps7a20.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U703,F.Cu,TXU0202DCUR,False,13.0,46.1,0.0,11.8,45.05,14.2,47.15,0.9,0.15,1.05,22.1,23.15,62.2,64.6,72.85,74.95,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.ti.com/lit/ds/symlink/txu0202.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
U801,F.Cu,LTC2954CTS8-1#TRMPBF,False,13.6,55.0,0.0,12.75,53.5,14.45,56.5,1.0,0.15,1.15,22.1,23.25,63.15,64.85,63.5,66.5,manufacturer package/part dimension; conservative package maxima where listed,manufacturer max where explicitly listed; otherwise current F.Fab bounding envelope,https://www.analog.com/media/en/technical-documentation/data-sheets/2954fb.pdf,check this envelope independently of generic STEP model; no scaling of purchased CAD
